sex,onlineYearMonth,semester,duringTime,ranking
1,201510,1,19.633333333333333,867
1,201510,1,18.916666666666668,868
1,201510,1,18.916666666666668,869
1,201510,1,18.916666666666668,870
1,201510,1,18.9,871
1,201510,1,18.9,872
1,201510,1,18.9,873
1,201510,1,18.9,874
1,201510,1,18.9,875
1,201510,1,18.616666666666667,876
1,201510,1,18.133333333333333,877
1,201510,1,17.05,878
1,201510,1,17.05,879
1,201510,1,17.05,880
1,201510,1,17.05,881
1,201510,1,17.05,882
1,201510,1,17.05,883
1,201510,1,17.05,884
1,201510,1,17.033333333333335,885
1,201510,1,16.7,886
